,id,title,release_date,vote_average
8459,637,Life Is Beautiful,1997-12-20,8.448
8460,278,The Shawshank Redemption,1994-09-23,8.708
8461,238,The Godfather,1972-03-14,8.689
8462,240,The Godfather Part II,1974-12-20,8.6
8463,424,Schindler's List,1993-12-15,8.567
8464,389,12 Angry Men,1957-04-10,8.546
8465,129,Spirited Away,2001-07-20,8.5
8466,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8467,155,The Dark Knight,2008-07-16,8.519
8468,497,The Green Mile,1999-12-10,8.506
8469,496243,Parasite,2019-05-30,8.5
8470,680,Pulp Fiction,1994-09-10,8.488
8471,372058,Your Name.,2016-08-26,8.486
8472,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8473,13,Forrest Gump,1994-06-23,8.469
8474,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8475,346,Seven Samurai,1954-04-26,8.5
8476,769,GoodFellas,1990-09-12,8.458
8477,12477,Grave of the Fireflies,1988-04-16,8.453
8478,157336,Interstellar,2014-11-05,8.4
8479,637,Life Is Beautiful,1997-12-20,8.448
8480,278,The Shawshank Redemption,1994-09-23,8.708
8481,238,The Godfather,1972-03-14,8.689
8482,240,The Godfather Part II,1974-12-20,8.6
8483,424,Schindler's List,1993-12-15,8.567
8484,389,12 Angry Men,1957-04-10,8.546
8485,129,Spirited Away,2001-07-20,8.5
8486,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8487,155,The Dark Knight,2008-07-16,8.519
8488,497,The Green Mile,1999-12-10,8.506
8489,496243,Parasite,2019-05-30,8.5
8490,680,Pulp Fiction,1994-09-10,8.488
8491,372058,Your Name.,2016-08-26,8.486
8492,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8493,13,Forrest Gump,1994-06-23,8.469
8494,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8495,346,Seven Samurai,1954-04-26,8.5
8496,769,GoodFellas,1990-09-12,8.458
8497,12477,Grave of the Fireflies,1988-04-16,8.453
8498,157336,Interstellar,2014-11-05,8.4
8499,637,Life Is Beautiful,1997-12-20,8.448
8500,278,The Shawshank Redemption,1994-09-23,8.708
8501,238,The Godfather,1972-03-14,8.689
8502,240,The Godfather Part II,1974-12-20,8.6
8503,424,Schindler's List,1993-12-15,8.567
8504,389,12 Angry Men,1957-04-10,8.546
8505,129,Spirited Away,2001-07-20,8.5
8506,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8507,155,The Dark Knight,2008-07-16,8.519
8508,497,The Green Mile,1999-12-10,8.506
8509,496243,Parasite,2019-05-30,8.5
8510,680,Pulp Fiction,1994-09-10,8.488
8511,372058,Your Name.,2016-08-26,8.486
8512,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8513,13,Forrest Gump,1994-06-23,8.469
8514,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8515,346,Seven Samurai,1954-04-26,8.5
8516,769,GoodFellas,1990-09-12,8.458
8517,12477,Grave of the Fireflies,1988-04-16,8.453
8518,157336,Interstellar,2014-11-05,8.4
8519,637,Life Is Beautiful,1997-12-20,8.448
8520,278,The Shawshank Redemption,1994-09-23,8.708
8521,238,The Godfather,1972-03-14,8.689
8522,240,The Godfather Part II,1974-12-20,8.6
8523,424,Schindler's List,1993-12-15,8.567
8524,389,12 Angry Men,1957-04-10,8.546
8525,129,Spirited Away,2001-07-20,8.5
8526,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8527,155,The Dark Knight,2008-07-16,8.519
8528,497,The Green Mile,1999-12-10,8.506
8529,496243,Parasite,2019-05-30,8.5
8530,680,Pulp Fiction,1994-09-10,8.488
8531,372058,Your Name.,2016-08-26,8.486
8532,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8533,13,Forrest Gump,1994-06-23,8.469
8534,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8535,346,Seven Samurai,1954-04-26,8.5
8536,769,GoodFellas,1990-09-12,8.458
8537,12477,Grave of the Fireflies,1988-04-16,8.453
8538,157336,Interstellar,2014-11-05,8.4
8539,637,Life Is Beautiful,1997-12-20,8.448
8540,278,The Shawshank Redemption,1994-09-23,8.708
8541,238,The Godfather,1972-03-14,8.689
8542,240,The Godfather Part II,1974-12-20,8.6
8543,424,Schindler's List,1993-12-15,8.567
8544,389,12 Angry Men,1957-04-10,8.546
8545,129,Spirited Away,2001-07-20,8.5
8546,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8547,155,The Dark Knight,2008-07-16,8.519
8548,497,The Green Mile,1999-12-10,8.506
8549,496243,Parasite,2019-05-30,8.5
8550,680,Pulp Fiction,1994-09-10,8.488
8551,372058,Your Name.,2016-08-26,8.486
8552,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8553,13,Forrest Gump,1994-06-23,8.469
8554,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8555,346,Seven Samurai,1954-04-26,8.5
8556,769,GoodFellas,1990-09-12,8.458
8557,12477,Grave of the Fireflies,1988-04-16,8.453
8558,157336,Interstellar,2014-11-05,8.4
8559,637,Life Is Beautiful,1997-12-20,8.448
8560,278,The Shawshank Redemption,1994-09-23,8.708
8561,238,The Godfather,1972-03-14,8.689
8562,240,The Godfather Part II,1974-12-20,8.6
8563,424,Schindler's List,1993-12-15,8.567
8564,389,12 Angry Men,1957-04-10,8.546
8565,129,Spirited Away,2001-07-20,8.5
8566,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8567,155,The Dark Knight,2008-07-16,8.519
8568,497,The Green Mile,1999-12-10,8.506
8569,496243,Parasite,2019-05-30,8.5
8570,680,Pulp Fiction,1994-09-10,8.488
8571,372058,Your Name.,2016-08-26,8.486
8572,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8573,13,Forrest Gump,1994-06-23,8.469
8574,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8575,346,Seven Samurai,1954-04-26,8.5
8576,769,GoodFellas,1990-09-12,8.458
8577,12477,Grave of the Fireflies,1988-04-16,8.453
8578,157336,Interstellar,2014-11-05,8.4
8579,637,Life Is Beautiful,1997-12-20,8.448
8580,278,The Shawshank Redemption,1994-09-23,8.708
8581,238,The Godfather,1972-03-14,8.689
8582,240,The Godfather Part II,1974-12-20,8.6
8583,424,Schindler's List,1993-12-15,8.567
8584,389,12 Angry Men,1957-04-10,8.546
8585,129,Spirited Away,2001-07-20,8.5
8586,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8587,155,The Dark Knight,2008-07-16,8.519
8588,497,The Green Mile,1999-12-10,8.506
8589,496243,Parasite,2019-05-30,8.5
8590,680,Pulp Fiction,1994-09-10,8.488
8591,372058,Your Name.,2016-08-26,8.486
8592,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8593,13,Forrest Gump,1994-06-23,8.469
8594,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8595,346,Seven Samurai,1954-04-26,8.5
8596,769,GoodFellas,1990-09-12,8.458
8597,12477,Grave of the Fireflies,1988-04-16,8.453
8598,157336,Interstellar,2014-11-05,8.4
8599,637,Life Is Beautiful,1997-12-20,8.448
8600,278,The Shawshank Redemption,1994-09-23,8.708
8601,238,The Godfather,1972-03-14,8.689
8602,240,The Godfather Part II,1974-12-20,8.6
8603,424,Schindler's List,1993-12-15,8.567
8604,389,12 Angry Men,1957-04-10,8.546
8605,129,Spirited Away,2001-07-20,8.5
8606,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8607,155,The Dark Knight,2008-07-16,8.519
8608,497,The Green Mile,1999-12-10,8.506
8609,496243,Parasite,2019-05-30,8.5
8610,680,Pulp Fiction,1994-09-10,8.488
8611,372058,Your Name.,2016-08-26,8.486
8612,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8613,13,Forrest Gump,1994-06-23,8.469
8614,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8615,346,Seven Samurai,1954-04-26,8.5
8616,769,GoodFellas,1990-09-12,8.458
8617,12477,Grave of the Fireflies,1988-04-16,8.453
8618,157336,Interstellar,2014-11-05,8.4
8619,637,Life Is Beautiful,1997-12-20,8.448
8620,278,The Shawshank Redemption,1994-09-23,8.708
8621,238,The Godfather,1972-03-14,8.689
8622,240,The Godfather Part II,1974-12-20,8.6
8623,424,Schindler's List,1993-12-15,8.567
8624,389,12 Angry Men,1957-04-10,8.546
8625,129,Spirited Away,2001-07-20,8.5
8626,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8627,155,The Dark Knight,2008-07-16,8.519
8628,497,The Green Mile,1999-12-10,8.506
8629,496243,Parasite,2019-05-30,8.5
8630,680,Pulp Fiction,1994-09-10,8.488
8631,372058,Your Name.,2016-08-26,8.486
8632,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8633,13,Forrest Gump,1994-06-23,8.469
8634,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8635,346,Seven Samurai,1954-04-26,8.5
8636,769,GoodFellas,1990-09-12,8.458
8637,12477,Grave of the Fireflies,1988-04-16,8.453
8638,157336,Interstellar,2014-11-05,8.4
8639,637,Life Is Beautiful,1997-12-20,8.448
8640,278,The Shawshank Redemption,1994-09-23,8.708
8641,238,The Godfather,1972-03-14,8.689
8642,240,The Godfather Part II,1974-12-20,8.6
8643,424,Schindler's List,1993-12-15,8.567
8644,389,12 Angry Men,1957-04-10,8.546
8645,129,Spirited Away,2001-07-20,8.5
8646,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8647,155,The Dark Knight,2008-07-16,8.519
8648,497,The Green Mile,1999-12-10,8.506
8649,496243,Parasite,2019-05-30,8.5
8650,680,Pulp Fiction,1994-09-10,8.488
8651,372058,Your Name.,2016-08-26,8.486
8652,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8653,13,Forrest Gump,1994-06-23,8.469
8654,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8655,346,Seven Samurai,1954-04-26,8.5
8656,769,GoodFellas,1990-09-12,8.458
8657,12477,Grave of the Fireflies,1988-04-16,8.453
8658,157336,Interstellar,2014-11-05,8.4
8659,637,Life Is Beautiful,1997-12-20,8.448
8660,278,The Shawshank Redemption,1994-09-23,8.708
8661,238,The Godfather,1972-03-14,8.689
8662,240,The Godfather Part II,1974-12-20,8.6
8663,424,Schindler's List,1993-12-15,8.567
8664,389,12 Angry Men,1957-04-10,8.546
8665,129,Spirited Away,2001-07-20,8.5
8666,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8667,155,The Dark Knight,2008-07-16,8.519
8668,497,The Green Mile,1999-12-10,8.506
8669,496243,Parasite,2019-05-30,8.5
8670,680,Pulp Fiction,1994-09-10,8.488
8671,372058,Your Name.,2016-08-26,8.486
8672,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8673,13,Forrest Gump,1994-06-23,8.469
8674,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8675,346,Seven Samurai,1954-04-26,8.5
8676,769,GoodFellas,1990-09-12,8.458
8677,12477,Grave of the Fireflies,1988-04-16,8.453
8678,157336,Interstellar,2014-11-05,8.4
8679,637,Life Is Beautiful,1997-12-20,8.448
8680,278,The Shawshank Redemption,1994-09-23,8.708
8681,238,The Godfather,1972-03-14,8.689
8682,240,The Godfather Part II,1974-12-20,8.6
8683,424,Schindler's List,1993-12-15,8.567
8684,389,12 Angry Men,1957-04-10,8.546
8685,129,Spirited Away,2001-07-20,8.5
8686,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8687,155,The Dark Knight,2008-07-16,8.519
8688,497,The Green Mile,1999-12-10,8.506
8689,496243,Parasite,2019-05-30,8.5
8690,680,Pulp Fiction,1994-09-10,8.488
8691,372058,Your Name.,2016-08-26,8.486
8692,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8693,13,Forrest Gump,1994-06-23,8.469
8694,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8695,346,Seven Samurai,1954-04-26,8.5
8696,769,GoodFellas,1990-09-12,8.458
8697,12477,Grave of the Fireflies,1988-04-16,8.453
8698,157336,Interstellar,2014-11-05,8.4
8699,637,Life Is Beautiful,1997-12-20,8.448
8700,278,The Shawshank Redemption,1994-09-23,8.708
8701,238,The Godfather,1972-03-14,8.689
8702,240,The Godfather Part II,1974-12-20,8.6
8703,424,Schindler's List,1993-12-15,8.567
8704,389,12 Angry Men,1957-04-10,8.546
8705,129,Spirited Away,2001-07-20,8.5
8706,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8707,155,The Dark Knight,2008-07-16,8.519
8708,497,The Green Mile,1999-12-10,8.506
8709,496243,Parasite,2019-05-30,8.5
8710,680,Pulp Fiction,1994-09-10,8.488
8711,372058,Your Name.,2016-08-26,8.486
8712,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8713,13,Forrest Gump,1994-06-23,8.469
8714,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8715,346,Seven Samurai,1954-04-26,8.5
8716,769,GoodFellas,1990-09-12,8.458
8717,12477,Grave of the Fireflies,1988-04-16,8.453
8718,157336,Interstellar,2014-11-05,8.4
8719,637,Life Is Beautiful,1997-12-20,8.448
8720,278,The Shawshank Redemption,1994-09-23,8.708
8721,238,The Godfather,1972-03-14,8.689
8722,240,The Godfather Part II,1974-12-20,8.6
8723,424,Schindler's List,1993-12-15,8.567
8724,389,12 Angry Men,1957-04-10,8.546
8725,129,Spirited Away,2001-07-20,8.5
8726,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8727,155,The Dark Knight,2008-07-16,8.519
8728,497,The Green Mile,1999-12-10,8.506
8729,496243,Parasite,2019-05-30,8.5
8730,680,Pulp Fiction,1994-09-10,8.488
8731,372058,Your Name.,2016-08-26,8.486
8732,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8733,13,Forrest Gump,1994-06-23,8.469
8734,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8735,346,Seven Samurai,1954-04-26,8.5
8736,769,GoodFellas,1990-09-12,8.458
8737,12477,Grave of the Fireflies,1988-04-16,8.453
8738,157336,Interstellar,2014-11-05,8.4
8739,637,Life Is Beautiful,1997-12-20,8.448
8740,278,The Shawshank Redemption,1994-09-23,8.708
8741,238,The Godfather,1972-03-14,8.689
8742,240,The Godfather Part II,1974-12-20,8.6
8743,424,Schindler's List,1993-12-15,8.567
8744,389,12 Angry Men,1957-04-10,8.546
8745,129,Spirited Away,2001-07-20,8.5
8746,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8747,155,The Dark Knight,2008-07-16,8.519
8748,497,The Green Mile,1999-12-10,8.506
8749,496243,Parasite,2019-05-30,8.5
8750,680,Pulp Fiction,1994-09-10,8.488
8751,372058,Your Name.,2016-08-26,8.486
8752,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8753,13,Forrest Gump,1994-06-23,8.469
8754,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8755,346,Seven Samurai,1954-04-26,8.5
8756,769,GoodFellas,1990-09-12,8.458
8757,12477,Grave of the Fireflies,1988-04-16,8.453
8758,157336,Interstellar,2014-11-05,8.4
8759,637,Life Is Beautiful,1997-12-20,8.448
8760,278,The Shawshank Redemption,1994-09-23,8.708
8761,238,The Godfather,1972-03-14,8.689
8762,240,The Godfather Part II,1974-12-20,8.6
8763,424,Schindler's List,1993-12-15,8.567
8764,389,12 Angry Men,1957-04-10,8.546
8765,129,Spirited Away,2001-07-20,8.5
8766,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8767,155,The Dark Knight,2008-07-16,8.519
8768,497,The Green Mile,1999-12-10,8.506
8769,496243,Parasite,2019-05-30,8.5
8770,680,Pulp Fiction,1994-09-10,8.488
8771,372058,Your Name.,2016-08-26,8.486
8772,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8773,13,Forrest Gump,1994-06-23,8.469
8774,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8775,346,Seven Samurai,1954-04-26,8.5
8776,769,GoodFellas,1990-09-12,8.458
8777,12477,Grave of the Fireflies,1988-04-16,8.453
8778,157336,Interstellar,2014-11-05,8.4
8779,637,Life Is Beautiful,1997-12-20,8.448
8780,278,The Shawshank Redemption,1994-09-23,8.708
8781,238,The Godfather,1972-03-14,8.689
8782,240,The Godfather Part II,1974-12-20,8.6
8783,424,Schindler's List,1993-12-15,8.567
8784,389,12 Angry Men,1957-04-10,8.546
8785,129,Spirited Away,2001-07-20,8.5
8786,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8787,155,The Dark Knight,2008-07-16,8.519
8788,497,The Green Mile,1999-12-10,8.506
8789,496243,Parasite,2019-05-30,8.5
8790,680,Pulp Fiction,1994-09-10,8.488
8791,372058,Your Name.,2016-08-26,8.486
8792,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8793,13,Forrest Gump,1994-06-23,8.469
8794,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8795,346,Seven Samurai,1954-04-26,8.5
8796,769,GoodFellas,1990-09-12,8.458
8797,12477,Grave of the Fireflies,1988-04-16,8.453
8798,157336,Interstellar,2014-11-05,8.4
8799,637,Life Is Beautiful,1997-12-20,8.448
8800,278,The Shawshank Redemption,1994-09-23,8.708
8801,238,The Godfather,1972-03-14,8.689
8802,240,The Godfather Part II,1974-12-20,8.6
8803,424,Schindler's List,1993-12-15,8.567
8804,389,12 Angry Men,1957-04-10,8.546
8805,129,Spirited Away,2001-07-20,8.5
8806,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8807,155,The Dark Knight,2008-07-16,8.519
8808,497,The Green Mile,1999-12-10,8.506
8809,496243,Parasite,2019-05-30,8.5
8810,680,Pulp Fiction,1994-09-10,8.488
8811,372058,Your Name.,2016-08-26,8.486
8812,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8813,13,Forrest Gump,1994-06-23,8.469
8814,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8815,346,Seven Samurai,1954-04-26,8.5
8816,769,GoodFellas,1990-09-12,8.458
8817,12477,Grave of the Fireflies,1988-04-16,8.453
8818,157336,Interstellar,2014-11-05,8.4
8819,637,Life Is Beautiful,1997-12-20,8.448
8820,278,The Shawshank Redemption,1994-09-23,8.708
8821,238,The Godfather,1972-03-14,8.689
8822,240,The Godfather Part II,1974-12-20,8.6
8823,424,Schindler's List,1993-12-15,8.567
8824,389,12 Angry Men,1957-04-10,8.546
8825,129,Spirited Away,2001-07-20,8.5
8826,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8827,155,The Dark Knight,2008-07-16,8.519
8828,497,The Green Mile,1999-12-10,8.506
8829,496243,Parasite,2019-05-30,8.5
8830,680,Pulp Fiction,1994-09-10,8.488
8831,372058,Your Name.,2016-08-26,8.486
8832,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8833,13,Forrest Gump,1994-06-23,8.469
8834,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8835,346,Seven Samurai,1954-04-26,8.5
8836,769,GoodFellas,1990-09-12,8.458
8837,12477,Grave of the Fireflies,1988-04-16,8.453
8838,157336,Interstellar,2014-11-05,8.4
8839,637,Life Is Beautiful,1997-12-20,8.448
8840,278,The Shawshank Redemption,1994-09-23,8.708
8841,238,The Godfather,1972-03-14,8.689
8842,240,The Godfather Part II,1974-12-20,8.6
8843,424,Schindler's List,1993-12-15,8.567
8844,389,12 Angry Men,1957-04-10,8.546
8845,129,Spirited Away,2001-07-20,8.5
8846,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8847,155,The Dark Knight,2008-07-16,8.519
8848,497,The Green Mile,1999-12-10,8.506
8849,496243,Parasite,2019-05-30,8.5
8850,680,Pulp Fiction,1994-09-10,8.488
8851,372058,Your Name.,2016-08-26,8.486
8852,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8853,13,Forrest Gump,1994-06-23,8.469
8854,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8855,346,Seven Samurai,1954-04-26,8.5
8856,769,GoodFellas,1990-09-12,8.458
8857,12477,Grave of the Fireflies,1988-04-16,8.453
8858,157336,Interstellar,2014-11-05,8.4
8859,637,Life Is Beautiful,1997-12-20,8.448
8860,278,The Shawshank Redemption,1994-09-23,8.708
8861,238,The Godfather,1972-03-14,8.689
8862,240,The Godfather Part II,1974-12-20,8.6
8863,424,Schindler's List,1993-12-15,8.567
8864,389,12 Angry Men,1957-04-10,8.546
8865,129,Spirited Away,2001-07-20,8.5
8866,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8867,155,The Dark Knight,2008-07-16,8.519
8868,497,The Green Mile,1999-12-10,8.506
8869,496243,Parasite,2019-05-30,8.5
8870,680,Pulp Fiction,1994-09-10,8.488
8871,372058,Your Name.,2016-08-26,8.486
8872,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8873,13,Forrest Gump,1994-06-23,8.469
8874,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8875,346,Seven Samurai,1954-04-26,8.5
8876,769,GoodFellas,1990-09-12,8.458
8877,12477,Grave of the Fireflies,1988-04-16,8.453
8878,157336,Interstellar,2014-11-05,8.4
8879,637,Life Is Beautiful,1997-12-20,8.448
8880,278,The Shawshank Redemption,1994-09-23,8.708
8881,238,The Godfather,1972-03-14,8.689
8882,240,The Godfather Part II,1974-12-20,8.6
8883,424,Schindler's List,1993-12-15,8.567
8884,389,12 Angry Men,1957-04-10,8.546
8885,129,Spirited Away,2001-07-20,8.5
8886,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8887,155,The Dark Knight,2008-07-16,8.519
8888,497,The Green Mile,1999-12-10,8.506
8889,496243,Parasite,2019-05-30,8.5
8890,680,Pulp Fiction,1994-09-10,8.488
8891,372058,Your Name.,2016-08-26,8.486
8892,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8893,13,Forrest Gump,1994-06-23,8.469
8894,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8895,346,Seven Samurai,1954-04-26,8.5
8896,769,GoodFellas,1990-09-12,8.458
8897,12477,Grave of the Fireflies,1988-04-16,8.453
8898,157336,Interstellar,2014-11-05,8.4
8899,637,Life Is Beautiful,1997-12-20,8.448
8900,278,The Shawshank Redemption,1994-09-23,8.708
8901,238,The Godfather,1972-03-14,8.689
8902,240,The Godfather Part II,1974-12-20,8.6
8903,424,Schindler's List,1993-12-15,8.567
8904,389,12 Angry Men,1957-04-10,8.546
8905,129,Spirited Away,2001-07-20,8.5
8906,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8907,155,The Dark Knight,2008-07-16,8.519
8908,497,The Green Mile,1999-12-10,8.506
8909,496243,Parasite,2019-05-30,8.5
8910,680,Pulp Fiction,1994-09-10,8.488
8911,372058,Your Name.,2016-08-26,8.486
8912,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8913,13,Forrest Gump,1994-06-23,8.469
8914,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8915,346,Seven Samurai,1954-04-26,8.5
8916,769,GoodFellas,1990-09-12,8.458
8917,12477,Grave of the Fireflies,1988-04-16,8.453
8918,157336,Interstellar,2014-11-05,8.4
8919,637,Life Is Beautiful,1997-12-20,8.448
8920,278,The Shawshank Redemption,1994-09-23,8.708
8921,238,The Godfather,1972-03-14,8.689
8922,240,The Godfather Part II,1974-12-20,8.6
8923,424,Schindler's List,1993-12-15,8.567
8924,389,12 Angry Men,1957-04-10,8.546
8925,129,Spirited Away,2001-07-20,8.5
8926,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8927,155,The Dark Knight,2008-07-16,8.519
8928,497,The Green Mile,1999-12-10,8.506
8929,496243,Parasite,2019-05-30,8.5
8930,680,Pulp Fiction,1994-09-10,8.488
8931,372058,Your Name.,2016-08-26,8.486
8932,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8933,13,Forrest Gump,1994-06-23,8.469
8934,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8935,346,Seven Samurai,1954-04-26,8.5
8936,769,GoodFellas,1990-09-12,8.458
8937,12477,Grave of the Fireflies,1988-04-16,8.453
8938,157336,Interstellar,2014-11-05,8.4
8939,637,Life Is Beautiful,1997-12-20,8.448
8940,278,The Shawshank Redemption,1994-09-23,8.708
8941,238,The Godfather,1972-03-14,8.689
8942,240,The Godfather Part II,1974-12-20,8.6
8943,424,Schindler's List,1993-12-15,8.567
8944,389,12 Angry Men,1957-04-10,8.546
8945,129,Spirited Away,2001-07-20,8.5
8946,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8947,155,The Dark Knight,2008-07-16,8.519
8948,497,The Green Mile,1999-12-10,8.506
8949,496243,Parasite,2019-05-30,8.5
8950,680,Pulp Fiction,1994-09-10,8.488
8951,372058,Your Name.,2016-08-26,8.486
8952,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8953,13,Forrest Gump,1994-06-23,8.469
8954,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8955,346,Seven Samurai,1954-04-26,8.5
8956,769,GoodFellas,1990-09-12,8.458
8957,12477,Grave of the Fireflies,1988-04-16,8.453
8958,157336,Interstellar,2014-11-05,8.4
8959,637,Life Is Beautiful,1997-12-20,8.448
8960,278,The Shawshank Redemption,1994-09-23,8.708
8961,238,The Godfather,1972-03-14,8.689
8962,240,The Godfather Part II,1974-12-20,8.6
8963,424,Schindler's List,1993-12-15,8.567
8964,389,12 Angry Men,1957-04-10,8.546
8965,129,Spirited Away,2001-07-20,8.5
8966,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8967,155,The Dark Knight,2008-07-16,8.519
8968,497,The Green Mile,1999-12-10,8.506
8969,496243,Parasite,2019-05-30,8.5
8970,680,Pulp Fiction,1994-09-10,8.488
8971,372058,Your Name.,2016-08-26,8.486
8972,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8973,13,Forrest Gump,1994-06-23,8.469
8974,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8975,346,Seven Samurai,1954-04-26,8.5
8976,769,GoodFellas,1990-09-12,8.458
8977,12477,Grave of the Fireflies,1988-04-16,8.453
8978,157336,Interstellar,2014-11-05,8.4
8979,637,Life Is Beautiful,1997-12-20,8.448
8980,278,The Shawshank Redemption,1994-09-23,8.708
8981,238,The Godfather,1972-03-14,8.689
8982,240,The Godfather Part II,1974-12-20,8.6
8983,424,Schindler's List,1993-12-15,8.567
8984,389,12 Angry Men,1957-04-10,8.546
8985,129,Spirited Away,2001-07-20,8.5
8986,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
8987,155,The Dark Knight,2008-07-16,8.519
8988,497,The Green Mile,1999-12-10,8.506
8989,496243,Parasite,2019-05-30,8.5
8990,680,Pulp Fiction,1994-09-10,8.488
8991,372058,Your Name.,2016-08-26,8.486
8992,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
8993,13,Forrest Gump,1994-06-23,8.469
8994,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
8995,346,Seven Samurai,1954-04-26,8.5
8996,769,GoodFellas,1990-09-12,8.458
8997,12477,Grave of the Fireflies,1988-04-16,8.453
8998,157336,Interstellar,2014-11-05,8.4
8999,637,Life Is Beautiful,1997-12-20,8.448
9000,278,The Shawshank Redemption,1994-09-23,8.708
9001,238,The Godfather,1972-03-14,8.689
9002,240,The Godfather Part II,1974-12-20,8.6
9003,424,Schindler's List,1993-12-15,8.567
9004,389,12 Angry Men,1957-04-10,8.546
9005,129,Spirited Away,2001-07-20,8.5
9006,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
9007,155,The Dark Knight,2008-07-16,8.519
